CODIGO|NOME|ESTADO
2676|MILHA|CE
2677|MIMOSO DE GOIÁS|GO
2678|MIMOSO DO SUL|ES
2679|MINACU|GO
2680|MINADOR DO NEGRAO|AL
2681|MINAS NOVAS|MG
2682|MINDURI|MG
2683|MINEIROS|GO
2684|MINEIROS DO TIETE|SP
2685|MINISTRO ANDREAZZA|RO
2686|MIRA ESTRELA|SP
2687|MIRABELA|MG
2688|MIRACATU|SP
2689|MIRACEMA|RJ
2690|MIRACEMA DO TOCANTINS|TO
2691|MIRADOR|PR
2692|MIRADOR|MA
2693|MIRADOURO|MG
2694|MIRAGUAI|RS
2695|MIRAI|MG
2696|MIRAIMA|CE
2697|MIRANDA|MS
2698|MIRANDA DO NORTE|MA
2699|MIRANDIBA|PE
2700|MIRANDOPOLIS|SP
2701|MIRANGABA|BA
2702|MIRANORTE|TO
2703|MIRANTE|BA
2704|MIRANTE DA SERRA|RO
2705|MIRANTE DO PARANAPANEMA|SP
2706|MIRASELVA|PR
2707|MIRASSOL|SP
2708|MIRASSOL DO OESTE|MT
2709|MIRASSOLANDIA|SP
2710|MIRINZAL|MA
2711|MISSAL|PR
2712|MISSAO VELHA|CE
2713|MOCAJUBA|PA
2714|MOCOCA|SP
2715|MODELO|SC
2716|MOEDA|MG
2717|MOEMA|MG
2718|MOGEIRO|PB
2719|MOGI DAS CRUZES|SP
2720|MOGI-GUACU|SP
2721|MOGI-MIRIM|SP
2722|MOIPORA|GO
2723|MOITA BONITA|SE
2724|MOJU|PA
2725|MOMBACA|CE
2726|MOMBUCA|SP
2727|MONCAO|MA
2728|MONCOES|SP
2729|MONDAI|SC
2730|MONGAGUA|SP
2731|MONJOLOS|MG
2732|MONSENHOR GIL|PI
2733|MONSENHOR HIPOLITO|PI
2734|MONSENHOR PAULO|MG
2735|MONSENHOR TABOSA|CE
2736|MONTADAS|PB
2737|MONTALVANIA|MG
2738|MONTANHA|ES
2739|MONTANHAS|RN
2740|MONTAURI|RS
2741|MONTE ALEGRE|RN
2742|MONTE ALEGRE|PA
2743|MONTE ALEGRE DE GOIÁS|GO
2744|MONTE ALEGRE DE MINAS|MG
2745|MONTE ALEGRE DE SERGIPE|SE
2746|MONTE ALEGRE DO PÍAUÍ|PI
2747|MONTE ALEGRE DO SUL|SP
2748|MONTE ALTO|SP
2749|MONTE APRAZÍVEL|SP
2750|MONTE AZUL|MG
2751|MONTE AZUL PAULISTA|SP
2752|MONTE BELO|MG
2753|MONTE CARMELO|MG
2754|MONTE CASTELO|SP
2755|MONTE CASTELO|SC
2756|MONTE DAS GAMELEIRAS|RN
2757|MONTE DO CARMO|TO
2758|MONTE HOREBE|PB
2759|MONTE MOR|SP
2760|MONTE NEGRO|RO
2761|MONTE SANTO|BA
2762|MONTE SANTO DE MINAS|MG
2763|MONTE SIÃO|MG
2764|MONTEIRO|PB
2765|MONTEIRO LOBATO|SP
2766|MONTEIROPOLIS|AL
2767|MONTENEGRO|RS
2768|MONTES ALTOS|MA
2769|MONTES CLAROS|MG
2770|MONTES CLAROS DE GOIÁS|GO
2771|MONTIVIDIU|GO
2772|DEPARTAMENTO MUNICIPAL DE TRÂNSITO E RODOVIÁRIO DE MORADA NOVA|CE
2773|MORADA NOVA DE MINAS|MG
2774|MORAUJO|CE
2775|MOREILANDIA|PE
2776|MOREIRA SALES|PR
2777|MORENO|PE
2778|MORPARA|BA
2779|MORRETES|PR
2780|MORRINHOS|GO
2781|MORRINHOS|CE
2782|MORRO AGUDO|SP
2783|MORRO AGUDO DE GOIÁS|GO
2784|MORRO DA FUMAÇA|SC
2785|MORRO DA GARÇA|MG
2786|MORRO DO CHAPÉU|BA
2787|MORRO DO PILAR|MG
2788|MORRO REDONDO|RS
2789|MORROS|MA
2790|MORTUGABA|BA
2791|MORUNGABA|SP
2792|MOSQUITO|TO
2793|MOSSAMEDES|GO
2794|MOSSORO|RN
2795|MOSTARDAS|RS
2796|MOTUCA|SP
2797|MOURA|AM
2798|MOZARLANDIA|GO
2799|MUANA|PA
2800|MUCAJAI|RR
2801|MUCAMBO|CE
2802|MUCUGE|BA
2803|MUCUM|RS
2804|MUCURI|BA
2805|MUCURICI|ES
2806|MULATO|PI
2807|MULUNGU|PB
2808|MULUNGU|CE
2809|MULUNGU DO MORRO|BA
2810|MUNDO NOVO|BA
2811|MUNDO NOVO|MS
2812|MUNDO NOVO|GO
2813|MUNHOZ|MG
2814|MUNHOZ DE MELO|PR
2815|MUNIZ FERREIRA|BA
2816|MUNIZ FREIRE|ES
2817|MUQUEM DO SAO FRANCISCO|BA
2818|MUQUI|ES
2819|MURIAE|MG
2820|MURIBECA|SE
2821|MURICI|AL
2822|MURICILANDIA|TO
2823|MURITIBA|BA
2824|MURUTINGA DO SUL|SP
2825|MUTUIPE|BA
2826|MUTUM|MG
2827|MUTUNOPOLIS|GO
2828|MUZAMBINHO|MG
2829|NACIP RAYDAN|MG
2830|NANUQUE|MG
2831|NAO-ME-TOQUE|RS
2832|NARANDIBA|SP
2833|NATAL|RN
2834|NATERCIA|MG
2835|NATIVIDADE|RJ
2836|NATIVIDADE|TO
2837|NATIVIDADE DA SERRA|SP
2838|NATUBA|PB
2839|NAVEGANTES|SC
2840|NAVIRAI|MS
2841|NAZARE|BA
2842|NAZARE|TO
2843|NAZARE DA MATA|PE
2844|NAZARE DO PIAUÍ|PI
2845|NAZARE PAULISTA|SP
2846|NAZARENO|MG
2847|NAZAREZINHO|PB
2848|NAZARIA|PI
2849|NAZARIO|GO
2850|NEOPOLIS|SE
2851|NEPOMUCENO|MG
2852|NEROPOLIS|GO
2853|NEVES PAULISTA|SP
2854|NHAMUNDA|AM
2855|NHANDEARA|SP
2856|NILO PECANHA|BA
2857|NILOPOLIS|RJ
2858|NINA RODRIGUES|MA
2859|NIOAQUE|MS
2860|NIPOA|SP
2861|NIQUELANDIA|GO
2862|NISIA FLORESTA|RN
2863|NITERÓI|RJ
2864|NOBRES|MT
2865|NONOAI|RS
2866|NORDESTINA|BA
2867|NORMANDIA|RR
2868|NORTELANDIA|MT
2869|NOSSA SENHORA APARECIDA|SE
2870|NOSSA SENHORA DA GLORIA|SE
2871|NOSSA SENHORA DAS DORES|SE
2872|NOSSA SENHORA DAS GRAÇAS|PR
2873|NOSSA SENHORA DE LOURDES|SE
2874|NOSSA SENHORA DO LIVRAMENTO|MT
2875|NOSSA SENHORA DO SOCORRO|SE
2876|NOSSA SENHORA DOS REMEDIOS|PI
2877|NOVA ALIANÇA|SP
2878|NOVA ALIANÇA DO IVAÍ|PR
2879|NOVA ALVORADA|RS
2880|NOVA AMERICA|GO
2881|NOVA AMERICA DA COLINA|PR
2882|NOVA ANDRADINA|MS
2883|NOVA ARAÇA|RS
2884|NOVA AURORA|PR
2885|NOVA AURORA|GO
2886|NOVA BASSANO|RS
2887|NOVA BRASILÂNDIA|MT
2888|NOVA BRASILÂNDIA D'OESTE|RO
2889|NOVA BRESCIA|RS
2890|NOVA CANAA|BA
2891|NOVA CANAA DO NORTE|MT
2892|NOVA CANAA PAULISTA|SP
2893|NOVA CANTU|PR
2894|NOVA CRIXAS|GO
2895|NOVA CRUZ|RN
2896|NOVA ERA|MG
2897|NOVA ERECHIM|SC
2898|NOVA ESPERANÇA|PR
2899|NOVA ESPERANÇA DO SUDOESTE|PR
2900|NOVA ESPERANÇA DO SUL|RS
2901|NOVA EUROPA|SP
2902|NOVA FÁTIMA|PR
2903|NOVA FÁTIMA|BA
2904|NOVA FLORESTA|PB
2905|NOVA FRIBURGO|RJ
2906|NOVA GLÓRIA|GO
2907|NOVA GRANADA|SP
2908|NOVA GUATAPORANGA|SP
2909|NOVA HARTZ|RS
2910|NOVA IBIA|BA
2911|NOVA IGUAÇU|RJ
2912|NOVA IGUACU DE GOIAS|GO
2913|NOVA INDEPENDÊNCIA|SP
2914|NOVA IORQUE|MA
2915|NOVA ITARANA|BA
2916|NOVA LARANJEIRAS|PR
2917|NOVA LIMA|MG
2918|NOVA LONDRINA|PR
2919|NOVA LUZITÂNIA|SP
2920|NOVA MODICA|MG
2921|NOVA MUTUM|MT
2922|NOVA ODESSA|SP
2923|NOVA OLÍMPIA|PR
2924|NOVA OLÍMPIA|MT
2925|NOVA OLINDA|PB
2926|NOVA OLINDA|CE
2927|NOVA OLINDA|TO
2928|NOVA OLINDA DO NORTE|AM
2929|NOVA PALMA|RS
2930|NOVA PALMEIRA|PB
2931|NOVA PETRÓPOLIS|RS
2932|NOVA PONTE|MG
2933|NOVA PRATA|RS
2934|NOVA PRATA DO IGUACU|PR
2935|NOVA REDENÇÃO|BA
2936|NOVA RESENDE|MG
2937|NOVA ROMA|GO
2938|NOVA ROMA DO SUL|RS
2939|NOVA ROSALÂNDIA|TO
2940|NOVA RUSSAS|CE
2941|NOVA SANTA BARBARA|PR
2942|NOVA SANTA ROSA|PR
2943|NOVA SERRANA|MG
2944|NOVA SOURE|BA
2945|NOVA TEBAS|PR
2946|NOVA TIMBOTEUA|PA
2947|NOVA TRENTO|SC
2948|NOVA UNIÃO|MG
2949|NOVA UNIÃO|RO
2950|NOVA VENECIA|ES
2951|NOVA VENEZA|SC
2952|NOVA VENEZA|GO
2953|NOVA VIÇOSA|BA
2954|NOVA XAVANTINA|MT
2955|NOVAIS|SP
2956|NOVO ACORDO|TO
2957|NOVO AIRÃO|AM
2958|NOVO ALEGRE|TO
2959|NOVO ARIPUANA|AM
2960|NOVO BRASIL|GO
2961|NOVO CRUZEIRO|MG
2962|NOVO HAMBURGO|RS
2963|NOVO HORIZONTE|SP
2964|NOVO HORIZONTE|BA
2965|NOVO HORIZONTE DO NORTE|MT
2966|NOVO JARDIM|TO
2967|NOVO LINO|AL
2968|NOVO ORIENTE|CE
2969|NOVO ORIENTE DO PIAUI|PI
2970|NOVO PLANALTO|GO
2971|NOVO SAO JOAQUIM|MT
2972|NOVO TRIUNFO|BA
2973|NUCLEO DO GURGUEIA|PI
2974|NUPORANGA|SP
2975|OBIDOS|PA
2976|OCARA|CE
2977|OCAUCU|SP
2978|OEIRAS|PI
2979|OEIRAS DO PARA|PA
2980|OIAPOQUE|AP
2981|OLARIA|MG
2982|OLEO|SP
2983|OLHO D'AGUA|PB
2984|OLHO D'ÁGUA DAS CUNHAS|MA
2985|OLHO D'ÁGUA DAS FLORES|AL
2986|OLHO D'ÁGUA DE CAPIM|PB
2987|OLHO D'ÁGUA DO BORGES|RN
2988|OLHO D'ÁGUA DO CASADO|AL
2989|OLHO D'ÁGUA GRANDE|AL
2990|OLIMPIA|SP
2991|OLIMPIO NORONHA|MG
2992|OLINDA|PE
2993|OLINDINA|BA
2994|OLIVEDOS|PB
2995|OLIVEIRA|MG
2996|OLIVEIRA DOS BREJINHOS|BA
2997|OLIVEIRA FORTES|MG
2998|OLIVENCA|AL
2999|ONCA DE PITANGUI|MG
3000|ONDA VERDE|SP
3001|ORIENTE|SP
3002|ORINDIUVA|SP
3003|ORIXIMINA|PA
3004|ORIZONA|GO
3005|ORLANDIA|SP
3006|ORLEANS|SC
3007|OROBO|PE
3008|OROCO|PE
3009|OROS|CE
3010|ORTIGUEIRA|PR
3011|OSASCO|SP
3012|OSCAR BRESSANE|SP
3013|OSORIO|RS
3014|OSVALDO CRUZ|SP
3015|OTACILIO COSTA|SC
3016|OUREM|PA
3017|OURICANGAS|BA
3018|OURICURI|PE
3019|OURILANDIA DO NORTE|PA
3020|OURINHOS|SP
3021|OURIZONA|PR
3022|OURO|SC
3023|OURO BRANCO|MG
3024|OURO BRANCO|AL
3025|OURO BRANCO|RN
3026|OURO FINO|MG
3027|OURO PRETO|MG
3028|OURO PRETO DO OESTE|RO
3029|OURO VELHO|PB
3030|OURO VERDE|SP
3031|OURO VERDE DE GOIÁS|GO
3032|OURO VERDE DE MINAS|MG
3033|OURO VERDE DO OESTE|PR
3034|OUROLANDIA|BA
3035|OUVIDOR|GO
3036|PACAEMBU|SP
3037|PACAJA|PA
3038|AUTARQUIA MUNICIPAL DE TRANSITO E TRANSPORTE DE PACAJUS|CE
3039|PACATUBA|CE
3040|PACATUBA|SE
3041|PACO DO LUMIAR|MA
3042|PACOTI|CE
3043|PACUJA|CE
3044|PADRE BERNARDO|GO
3045|PADRE MARCOS|PI
3046|PADRE PARAÍSO|MG
3047|PAES LANDIM|PI
3048|PAICANDU|PR
3049|PAIM FILHO|RS
3050|PAINEIRAS|MG
3051|PAINS|MG
3052|PAIVA|MG
3053|PAJEU|PI
3054|PALESTINA|SP
3055|PALESTINA|AL
3056|PALESTINA DE GOIAS|GO
3057|PALHANO|CE
3058|PALHOCA|SC
3059|PALMA|MG
3060|PALMA SOLA|SC
3061|PALMACIA|CE
3062|PALMARES|PE
3063|PALMARES DO SUL|RS
3064|PALMARES PAULISTA|SP
3065|PALMAS|PR
3066|SECRETARIA MUNICIPAL DE ACESSIBILIDADE, MOBILIDADE, TRANSITO E TRANSPORTE DE PALMAS|TO
3067|PALMAS DE MONTE ALTO|BA
3068|PALMEIRA|PR
3069|PALMEIRA|PI
3070|PALMEIRA D'OESTE|SP
3071|PALMEIRA DAS MISSOES|RS
3072|PALMEIRA DO PIAUI|PI
3073|PALMEIRA DOS INDIOS|AL
3074|PALMEIRAIS|PI
3075|PALMEIRANDIA|MA
3076|PALMEIRANTE|TO
3077|PALMEIRAS|BA
3078|PALMEIRAS|PB
3079|PALMEIRAS DE GOIAS|GO
3080|PALMEIRINA|PE
3081|PALMEIROPOLIS|TO
3082|PALMELO|GO
3083|PALMINOPOLIS|GO
3084|PALMITAL|SP
3085|PALMITAL|PR
3086|PALMITINHO|RS
3087|PALMITOS|SC
3088|PALOTINA|PR
3089|PANAMA|GO
3090|PANAMBI|RS
3091|PANCAS|ES
3092|PANELAS|PE
3093|PANORAMA|SP
3094|PANTANO GRANDE|RS
3095|PAO DE ACUCAR|AL
3096|PAPAGAIOS|MG
3097|PAPANDUVA|SC
3098|PARA DE MINAS|MG
3099|PARACAMBI|RJ
3100|PARACATU|MG
3101|PARACURU|CE
3102|PARAGOMINAS|PA
3103|PARAGUACU|MG
3104|PARAGUACU PAULISTA|SP
3105|PARAI|RS
3106|PARAIBA DO SUL|RJ
3107|PARAIBANO|MA
3108|PARAIBUNA|SP
3109|PARAIPABA|CE
3110|PARAISO|SP
3111|PARAISO DO NORTE|PR
3112|PARAISO DO SUL|RS
3113|PARAISO DO TOCANTINS|TO
3114|PARAISOPOLIS|MG
3115|PARAMBU|CE
3116|PARAMIRIM|BA
3117|PARAMOTI|CE
3118|PARANA|RN
3119|PARANA|TO
3120|PARANACITY|PR
3121|PARANAGUA|PR
3122|PARANAIBA|MS
3123|PARANAIGUARA|GO
3124|PARANAITA|MT
3125|PARANAPANEMA|SP
3126|PARANAPOEMA|PR
3127|PARANAPUA|SP
3128|PARANATAMA|PE
3129|PARANATINGA|MT
3130|PARANAVAI|PR
3131|PARANHOS|MS
3132|PARAOPEBA|MG
3133|PARAPUA|SP
3134|PARATI|RJ
3135|PARATINGA|BA
3136|PARAU|RN
3137|PARAUAPEBAS|PA
3138|PARAUNA|GO
3139|PARAZINHO|RN
3140|PARDINHO|SP
3141|PARELHAS|RN
3142|PARICONHA|AL
3143|PARINTINS|AM
3144|PARIPIRANGA|BA
3145|PARIQUERA-ACU|SP
3146|PARISI|SP
3147|PARNAGUA|PI
3148|PARNAIBA|PI
3149|PARNAMIRIM|PE
3150|PARNAMIRIM|RN
3151|PARNARAMA|MA
3152|PAROBE|RS
3153|PASSA E FICA|RN
3154|PASSA QUATRO|MG
3155|PASSA TEMPO|MG
3156|PASSA VINTE|MG
3157|PASSABEM|MG
3158|PASSAGEM|PB
3159|PASSAGEM|RN
3160|PASSAGEM FRANCA|MA
3161|PASSAGEM FRANCA|PI
3162|PASSIRA|PE
3163|PASSO DE CAMARAGIBE|AL
3164|PASSO FUNDO|RS
3165|PASSOS|MG
3166|PASTOS BONS|MA
3167|PATI DOS ALFERES|RJ
3168|PATO BRAGADO|PR
3169|PATO BRANCO|PR
3170|PATOS|PB
3171|PATOS DE MINAS|MG
3172|PATOS DO PIAUÍ|PI
3173|PATROCINIO|MG
3174|PATROCINIO DO MURIAE|MG
3175|PATROCINIO PAULISTA|SP
3176|PATU|RN
3177|PAU BRASIL|BA
3178|PAU D'ARCO|TO
3179|PAU DOS FERROS|RN
3180|PAUDALHO|PE
3181|PAUINI|AM
3182|PAULA CANDIDO|MG
3183|PAULA FREITAS|PR
3184|PAULICEIA|SP
3185|PAULINIA|SP
3186|PAULISTA|PB
3187|PAULISTA|PE
3188|PAULISTANA|PI
3189|PAULISTAS|MG
3190|PAULO AFONSO|BA
3191|PAULO DE FARIA|SP
3192|PAULO FRONTIN|PR
3193|PAULO JACINTO|AL
3194|PAULO LOPES|SC
3195|PAULO RAMOS|MA
3196|PAVAO|MG
3197|PAVERAMA|RS
3198|PAVUSSU|PI
3199|PE DA SERRA|BA
3200|CAMPO MAGRO|PR
3201|PEABIRU|PR
3202|PECANHA|MG
3203|PEDERNEIRAS|SP
3204|PEDRA|PE
3205|PEDRA AZUL|MG
3206|PEDRA BELA|SP
3207|PEDRA BRANCA|PB
3208|PEDRA BRANCA|CE
3209|PEDRA DO ANTA|MG
3210|PEDRA DO INDAIA|MG
3211|PEDRA DOURADA|MG
3212|PEDRA GRANDE|RN
3213|PEDRA LAVRADA|PB
3214|PEDRA MOLE|SE
3215|PEDRA PRETA|MT
3216|PEDRA PRETA|RN
3217|PEDRALVA|MG
3218|PEDRANOPOLIS|SP
3219|PEDRAO|BA
3220|PEDRAS|PI
3221|PEDRAS DE FOGO|PB
3222|PEDRAS GRANDES|SC
3223|PEDREGULHO|SP
3224|PEDREIRA|SP
3225|PEDREIRAS|MA
3226|PEDRINHAS|SE
3227|PEDRINHAS PAULISTA|SP
3228|PEDRINOPOLIS|MG
3229|PEDRO AFONSO|TO
3230|PEDRO ALEXANDRE|BA
3231|PEDRO AVELINO|RN
3232|PEDRO CANÁRIO|ES
3233|PEDRO DE TOLEDO|SP
3234|PEDRO GOMES|MS
3235|PEDRO II|PI
3236|PEDRO LEOPOLDO|MG
3237|PEDRO OSÓRIO|RS
3238|PEDRO TEIXEIRA|MG
3239|PEDRO VELHO|RN
3240|PEIXE|TO
3241|PEIXE-BOI|PA
3242|PEIXOTO DE AZEVEDO|MT
3243|PEJUCARA|RS
3244|PELO SINAL|PB
3245|PELOTAS|RS
3246|PENAFORTE|CE
3247|PENALVA|MA
3248|PENAPOLIS|SP
3249|PENDENCIAS|RN
3250|PENEDO|AL
3251|PENHA|SC
3252|PENTECOSTE|CE
3253|PEQUERI|MG
3254|PEQUI|MG
3255|PEQUIZEIRO|TO
3256|PERDIGAO|MG
3257|PERDIZES|MG
3258|PERDOES|MG
3259|PEREIRA BARRETO|SP
3260|PEREIRAS|SP
3261|PEREIRO|CE
3262|PERI MIRIM|MA
3263|PERITIBA|SC
3264|PEROLA|PR
3265|PEROLA D'OESTE|PR
3266|PERUIBE|SP
3267|PESCADOR|MG
3268|PESQUEIRA|PE
3269|PETROLANDIA|SC
3270|PETROLANDIA|PE
3271|PETROLINA|PE
3272|PETROLINA DE GOIAS|GO
3273|PETROPOLIS|RJ
3274|PIACABUCU|AL
3275|PIACATU|SP
3276|PIANCO|PB
3277|PIATA|BA
3278|PIAU|MG
3279|PICARRAS|SC
3280|PICOS|PI
3281|PICUI|PB
3282|PIEDADE|SP
3283|PIEDADE DE PONTE NOVA|MG
3284|PIEDADE DO RIO GRANDE|MG
3285|PIEDADE DOS GERAIS|MG
3286|PIEN|PR
3287|PILAO ARCADO|BA
3288|PILAR|AL
3289|PILAR|PB
3290|PILAR DE GOIÁS|GO
3291|PILAR DO SUL|SP
3292|PILOES|PB
3293|PILOES|RN
3294|PILOEZINHOS|PB
3295|PIMENTA|MG
3296|PIMENTA BUENO|RO
3297|PIMENTEIRAS|PI
3298|PINDAI|BA
3299|PINDAMONHANGABA|SP
3300|PINDARE MIRIM|MA
3301|PINDOBA|AL
3302|PINDOBACU|BA
3303|PINDORAMA|SP
3304|PINDORAMA DO TOCANTINS|TO
3305|PINDORETAMA|CE
3306|PINHAIS|PR
3307|PINHAL|RS
3308|PINHAL DO SAO BENTO|PR
3309|PINHALAO|PR
3310|PINHALZINHO|SC
3311|PINHALZINHO|SP
3312|PINHAO|PR
3313|PINHAO|SE
3314|PINHEIRO|MA
3315|PINHEIRO MACHADO|RS
3316|PINHEIRO PRETO|SC
3317|PINHEIROS|ES
3318|PINTADAS|BA
3319|PIO IX|PI
3320|PIO XII|MA
3321|PIQUEROBI|SP
3322|PIQUET CARNEIRO|CE
3323|PIQUETE|SP
3324|PIRACAIA|SP
3325|PIRACANJUBA|GO
3326|PIRACEMA|MG
3327|PIRACICABA|SP
3328|PIRACURUCA|PI
3329|PIRAI|RJ
3330|PIRAI DO NORTE|BA
3331|PIRAI DO SUL|PR
3332|PIRAJU|SP
3333|PIRAJUBA|MG
3334|PIRAJUI|SP
3335|PIRAMBU|SE
3336|PIRANGA|MG
3337|PIRANGI|SP
3338|PIRANGUCU|MG
3339|PIRANGUINHO|MG
3340|PIRANHAS|GO
3341|PIRANHAS|AL
3342|PIRAPEMAS|MA
3343|PIRAPETINGA|MG
3344|PIRAPO|RS
3345|PIRAPORA|MG
3346|PIRAPORA DO BOM JESUS|SP
3347|PIRAPOZINHO|SP
3348|PIRAQUARA|PR
3349|PIRAQUE|TO
3350|PIRASSUNUNGA|SP
3351|PIRATINI|RS
3352|PIRATININGA|SP
3353|PIRATUBA|SC
3354|PIRAUBA|MG
3355|PIRENOPOLIS|GO
3356|PIRES DO RIO|GO
3357|PIRES FERREIRA|CE
3358|PIRIPA|BA
3359|PIRIPIRI|PI
3360|PIRITIBA|BA
3361|PIRPIRITUBA|PB
3362|PITANGA|PR
3363|PITANGUEIRAS|SP
3364|PITANGUI|MG
3365|PITIMBU|PB
3366|PITOMBEIRA DE DENTRO|PB
3367|PIUI|MG
3368|PIUM|TO
3369|PIUMA|ES
3370|PLACIDO DE CASTRO|AC
3371|PLANALTINA|GO
3372|PLANALTINA DO PARANA|PR
3373|PLANALTINO|BA
3374|PLANALTO|RS
3375|PLANALTO|SP
3376|PLANALTO|PR
3377|PLANALTO|BA
3378|PLANURA|MG
3379|PLATINA|SP
3380|POA|SP
3381|POCAO|PE
3382|POCAO DE PEDRAS|MA
3383|POCINHOS|PB
3384|POCO BRANCO|RN
3385|POCO DANTAS|PB
3386|POCO DAS ANTAS|RS
3387|POCO DAS TRINCHEIRAS|AL
3388|POCO DE JOSE DE MOURA|PB
3389|POCO FUNDO|MG
3390|POCO REDONDO|SE
3391|POCO VERDE|SE
3392|POCOES|BA
3393|POCONE|MT
3394|POCOS DE CALDAS|MG
3395|POCRANE|MG
3396|POJUCA|BA
3397|POLONI|SP
3398|POMBAL|PB
3399|POMBOS|PE
3400|POMERODE|SC
3401|POMPEIA|SP
3402|POMPEU|MG
3403|PONGAI|SP
3404|PONTA DE PEDRAS|PA
3405|PONTA GROSSA|PR
3406|PONTA PORA|MS
3407|PONTAL|SP
3408|PONTAL DO PARANA|PR
3409|PONTALINA|GO
3410|PONTALINDA|SP
3411|PONTE ALTA|SC
3412|PONTE ALTA DO BOM JESUS|TO
3413|PONTE ALTA DO TOCANTINS|TO
3414|PONTE BRANCA|MT
3415|PONTE NOVA|MG
3416|PONTE SERRADA|SC
3417|PONTES E LACERDA|MT
3418|PONTES GESTAL|SP
3419|PONTO NOVO|BA
3420|POPULINA|SP
3421|PORANGA|CE
3422|PORANGABA|SP
3423|PORANGATU|GO
3424|PORCIUNCULA|RJ
3425|PORECATU|PR
3426|PORTALEGRE|RN
3427|PORTAO|RS
3428|PORTEIRAS|CE
3429|PORTEIRINHA|MG
3430|PORTEL|PA
3431|PORTELANDIA|GO
3432|PORTO|PI
3433|PORTO ALEGRE|RS
3434|PORTO ALEGRE DO NORTE|MT
3435|PORTO ALEGRE DO TOCANTINS|TO
3436|PORTO ALEGRO|PI
3437|PORTO AMAZONAS|PR
3438|PORTO BELO|SC
3439|PORTO CALVO|AL
3440|PORTO DA FOLHA|SE
3441|PORTO DE MOZ|PA
3442|PORTO DE PEDRAS|AL
3443|PORTO DOS GAUCHOS|MT
3444|PORTO ESPERIDIÃO|MT
3445|PORTO FELIZ|SP
3446|PORTO FERREIRA|SP
3447|PORTO FIRME|MG
3448|PORTO FRANCO|MA
3449|PORTO LUCENA|RS
3450|PORTO MURTINHO|MS
3451|PORTO NACIONAL|TO
3452|PORTO REAL DO COLÉGIO|AL
3453|PORTO RICO|PR
3454|PORTO SEGURO|BA
3455|PORTO UNIÃO|SC
3456|PORTO VELHO|RO
3457|PORTO VITÓRIA|PR
3458|PORTO XAVIER|RS
3459|POSSE|GO
3460|POTE|MG
3461|POTENGI|CE
3462|POTIM|SP
3463|POTIRAGUA|BA
3464|POTIRENDABA|SP
3465|POTIRETAMA|CE
3466|POUSO ALEGRE|MG
3467|POUSO ALTO|MG
3468|POUSO NOVO|RS
3469|POUSO REDONDO|SC
3470|POXOREO|MT
3471|PRADO|BA
3472|PRADOPOLIS|SP
3473|PRADOS|MG
3474|PRAIA DE FAGUNDES|PB
3475|PRAIA GRANDE|SP
3476|PRAIA GRANDE|SC
3477|PRAIA NORTE|TO
3478|PRAINHA|PA
3479|PRANCHITA|PR
3480|PRATA|PB
3481|PRATA|MG
3482|PRATA DO PIAUI|PI
3483|PRATAPOLIS|MG
3484|PRATINHA|MG
3485|PRESIDENTE ALVES|SP
3486|PRESIDENTE BERNARDES|SP
3487|PRESIDENTE CASTELO BRANCO|SC
3488|PRESIDENTE CASTELO BRANCO|PR
3489|PRESIDENTE DUTRA|BA
3490|PRESIDENTE DUTRA|MA
3491|PRESIDENTE EPTÁCIO|SP
3492|PRESIDENTE FIGUEIREDO|AM
3493|PRESIDENTE GETÚLIO|SC
3494|PRESIDENTE JANIO QUADROS|BA
3495|PRESIDENTE JUSCELINO|MA
3496|PRESIDENTE JUSCELINO|MG
3497|PRESIDENTE JUSCELINO|RN
3498|PRESIDENTE KENNEDY|ES
3499|PRESIDENTE KENNEDY|TO
3500|PRESIDENTE KUBITSCHEK|MG
3501|PRESIDENTE MEDICI|RO
3502|PRESIDENTE NEREU|SC
3503|PRESIDENTE OLEGÁRIO|MG
3504|PRESIDENTE PRUDENTE|SP
3505|PRESIDENTE SOARES|MG
3506|PRESIDENTE TANCREDO NEVES|BA
3507|PRESIDENTE VARGAS|MA
3508|PRESIDENTE VENCESLAU|SP
3509|PRIMAVERA|PA
3510|PRIMAVERA|PE
3511|PRIMAVERA DO LESTE|MT
3512|PRIMEIRA CRUZ|MA
3513|PRIMEIRO DE MAIO|PR
3514|PRINCEZA ISABEL|PB
3515|PROGRESSO|RS
3516|PROMISSAO|SP
3517|PROPRIA|SE
3518|PROTASIO ALVES|RS
3519|PRUDENTE DE MORAIS|MG
3520|PRUDENTOPOLIS|PR
3521|PUREZA|RN
3522|PUTINGA|RS
3523|PUXINANA|PB
3524|QUADRA|SP
3525|QUARAI|RS
3526|QUARTEL GERAL|MG
3527|QUATA|SP
3528|QUATIGUA|PR
3529|QUATIS|RJ
3530|QUATRO BARRAS|PR
3531|QUEBRANGULO|AL
3532|QUEDAS DO IGUACU|PR
3533|QUEIMADA NOVA|PI
3534|QUEIMADAS|PB
3535|QUEIMADAS|BA
3536|QUEIMADOS|RJ
3537|QUEIROZ|SP
3538|QUELUZ|SP
3539|QUELUZITO|MG
3540|QUERENCIA DO NORTE|PR
3541|QUIJINGUE|BA
3542|QUILOMBO|SC
3543|QUINTA DO SOL|PR
3544|QUINTANA|SP
3545|QUINZE DE NOVEMBRO|RS
3546|QUIPAPA|PE
3547|QUIRINOPOLIS|GO
3548|QUISSAMA|RJ
